#pid	label	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	Trate_TrateNum	Trate_NowTrateScore	Trate_NowThreadTrateScore	Trate_NowReplyTrateScore	Trate_TrateMean	Trate_TrateVar	Trate_ThreadTrateMean	Trate_ThreadTrateVar	Trate_ReplyTrateMean	Trate_ReplyTrateVar	Trate_Bukets0	Trate_Bukets1	Trate_Bukets2	Trate_Bukets3	Trate_TBukets0	Trate_TBukets1	Trate_TBukets2	Trate_TBukets3	Trate_PBukets0	Trate_PBukets1	Trate_PBukets2	Trate_PBukets3	Trate_TrateMean2	Trate_TrateMean3	Trate_TrateMean4	Trate_TrateMean5	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	LTrate2_TrateNum	LTrate2_NowTrateScore	LTrate2_NowThreadTrateScore	LTrate2_NowReplyTrateScore	LTrate2_TrateMean	LTrate2_TrateVar	LTrate2_ThreadTrateMean	LTrate2_ThreadTrateVar	LTrate2_ReplyTrateMean	LTrate2_ReplyTrateVar	LTrate2_Bukets0	LTrate2_Bukets1	LTrate2_Bukets2	LTrate2_Bukets3	LTrate2_TBukets0	LTrate2_TBukets1	LTrate2_TBukets2	LTrate2_TBukets3	LTrate2_PBukets0	LTrate2_PBukets1	LTrate2_PBukets2	LTrate2_PBukets3	LTrate2_TrateMean2	LTrate2_TrateMean3	LTrate2_TrateMean4	LTrate2_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
_47426455577	0	0	1.09861	-1.09861	6.8773	0	0	1	1	0	0	0	6	0	0	0	0	2	2	0	0	1.79176	1.79176	1.79176	1.24245	4.66001	11.1467	5.273	0.333333	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194313	0.194313	0	0.097561	0.267528	0.267528	0.3125	3.1817	0.559357	3.02841	0.644819	73	66	0.905405	0.963345	3.19037	0.721795	3.17805	0	4.4	0	0	0	4.4	14.0376	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.239137	0	0.239137	1	1	2.3113	2.77051	2.69493	2.67417	2.67417	2.67417	2.76768	2.97336	2.86955	6	0.1	0.1	0	0.0833333	0.000666667	0.08	0.00075	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.09	6	-1.06	-1.06	0	-1.19	0.02716	-1.168	0.03032	-1.3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.26	-1.27333	-1.235	-1.224	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.833333	6	5	6	1.2	0	0	0	0	0	2.5	5.75	0.5	5	0.166667	0	0	0	0	0.833333	0	0	0	0	1	1	6	6
_47471750454	0	5.79909	1.09861	4.70048	6.75693	0	0	1	1	0	0	0	6	0	0	0	1	2	0	0	0	1.79176	1.79176	1.56071	1.32966	4.77217	5.5291	9.02401	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.31376	0.319733	0	0.387097	0.223963	0.218611	0.196078	4.44545	0.177893	4.32283	0.197251	114	108	0.947826	0.977483	4.26912	0.101338	4.83201	0.112236	4.4	0	0	0	4.4	18.7841	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0253165	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0.18364	0.18364	0.18364	0.18364	1	1	2.2383	2.40162	2.23345	2.38979	2.38979	2.38979	2.44732	2.78991	2.65212	6	0.1	0.1	0	0.0653333	0.000570667	0.073	0.000716	0.05	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0666667	0.0625	0.06	6	-2.12	-2.12	0	-1.67333	0.160907	-1.555	0.2105	-1.91	0.005	0	1	0	0	0	1	0	0	0	1	0	0	-1.73	-1.72	-1.755	-1.796	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	6	4	6	1.5	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	0.666667	0.333333	0	0	0	0	1	1	6	6
_47437616531	0	1.09861	0	1.09861	5.85507	0	0	1	0	1	0	8	1	0	0	0	1	1	1	0	0	0	0	0	0	7.05962	0	7.05962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49651	0	3.29584	0	32	26	0.818182	0.955372	3.49651	0	0	0	4.4	0	0	0	4.4	15.3846	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.12854	2.15487	2.5107	2.12854	2.12854	2.12854	2.12854	2.15487	2.5107	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.8	-1.8	0	-1.8	0	-1.8	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.4	-2.6	-2.7	-2.76	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1
_47440559997	0	0	0	0	6.72623	0	0	1	1	0	0	0	6	0	0	0	2	0	0	1	0	1.79176	1.56071	1.56071	1.0114	4.70011	1.41579	3.93183	0.666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219646	0.219646	0	0.0952381	0.193095	0.193095	0.225806	3.96412	1.01705	3.82186	1.07769	196	182	0.928934	0.971343	4.03246	1.24578	3.63759	0	4.4	0	0	0	4.4	17.7428	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0.0101523	0	0.0101523	0	0.166667	0	0.166667	0	0.402891	0	0.402891	1	1	2.41418	2.46966	3.26191	2.46428	2.46428	2.46428	2.52312	2.84014	2.80332	6	0.1	0.1	0	0.0968047	0.00229439	0.0961657	0.00286493	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.0833333	0.107707	0.106166	6	-1.44	-1.44	0	-1.09	0.0342	-1.116	0.03768	-0.96	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.22	-1.12667	-1.115	-1.084	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.833333	6	5	6	1.2	0	0	0	0	0	2.5	5.75	0.833333	1	0	0.5	0.5	0	0	0	0	0	0	0	1	1	6	6
_47435532218	0	3.13549	4.68213	-1.54664	6.38688	1	0	1	0	1	0	11	6	11	0	11	1	1	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324463	0.0324463	0	0	0.161594	0	0	2.3083	3.28784	2.25119	3.10733	0	0	1	0.982738	5.12396	0	5.41556	0.158386	4.4	0	0	1	4.4	22.5454	4.4	4.4	0	0.166667	0.853994	0	0	0	0.166667	0.853994	1	1	1	0	1	0	0	0	0.0714286	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.60786	2.60786	2.60786	2.70125	2.74005	2.75519	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.72	-1.72	0	-1.68667	0.0333867	-1.72	0	-1.68	0.0414	0	1	0	0	0	1	0	0	0	1	0	0	-1.72	-1.66	-1.75	-1.712	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	4	4	0	0	0	0	0	2.5	5.75	0.333333	1	0	0.333333	0.666667	0	0	0	0	0	0	0	1	1	6	6
_47431558260	0	1.38629	7.85632	-6.47003	6.08222	1	1	1	1	0	1	10	6	0	0	0	2	0	0	1	0	0.867563	0.867563	0.867563	0.867563	4.33726	21.2587	12.7085	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.5	0.5	0	0	0.162419	0.116442	1	1.80537	1.95561	1.80537	1.95561	0	0	1	1	0	0	2.70805	0	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.54401	2.54401	2.54401	2.55281	2.55281	2.55281	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.1	-1.1	0	-1.24333	0.0511067	-1.1	0	-1.315	0.0646333	0	1	0	0	0	1	0	0	0	1	0	0	-1.1	-1.25333	-1.18	-1.212	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	6	3	0	0	0	0	0	2.5	5.75	0.166667	1	0	1	0	0	0	0	0	0	0	0	1	1	6	6
_47425058786	0	0	1.09861	-1.09861	4.56435	1	0	1	1	0	0	5	6	5	0	5	2	0	0	1	0	0.450561	0.450561	0.450561	0.450561	6.67772	1.8627	3.89182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148237	0.148237	0	0	0.130354	0.037037	0	3.14234	1.0969	2.79119	2.08201	26	24	0.925926	0.915228	3.3322	0	3.18294	1.44793	4.4	0	0	0	4.4	14.6617	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.03353	2.1191	2.41215	2.48209	2.48209	2.48209	2.5718	2.69706	2.67453	6	0.1	0.1	0	0.0947161	0.000167519	0.1	0	0.0936593	0.000201022	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.0920741	0.0936593	6	-1.48	-1.48	0	-1.32333	0.0520667	-1.48	0	-1.292	0.05772	0	1	0	0	0	1	0	0	0	1	0	0	-1.36	-1.32	-1.295	-1.376	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	4	4	0	0	0	0	0	2.5	5.75	0.666667	4	0	0	0	0	0.333333	0.666667	0	0	0	0	1	1	6	6
_47432738022	0	3.55535	3.43399	0.121361	4.49981	1	0	1	1	0	1	9	6	9	0	9	1	2	2	0	0	0	0	0	0	1.60944	0	1.60944	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169345	0.169345	0	0.246914	0.161111	0	0	4.46421	3.35013	4.14607	3.70797	3345	2812	0.840705	0.941776	8.20713	0	4.50198	1.63005	4.4	0	0	0	4.4	36.1114	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.842105	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.01396	2.26661	1.98092	2.56836	2.56836	2.56836	2.68986	2.75497	2.70858	6	0.1	0.1	0	0.0916667	0.000416667	0.1	0	0.09	0.0005	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.09	6	-3.06	-3.06	0	-2.09333	0.348267	-3.06	0	-1.9	0.155	0.166667	0.833333	0	0	1	0	0	0	0	1	0	0	-2.72	-2.46667	-2.305	-2.104	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	3	3	0	0	0	0	0	2.5	5.75	0.166667	1	0	1	0	0	0	0	0	0	0	0	1	1	6	6
_47451090170	0	4.65396	6.54965	-1.89569	6.27664	0	1	1	1	0	1	11	6	11	0	11	1	1	1	0	0	0	0	0	0	6.54391	0	6.54391	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502583	0.502583	0.333333	1	0.254701	0	0	4.50679	1.045	3.6177	0.164196	169	42	0.252941	0.838546	6.67582	0	5.58604	0.145017	4.4	0	0	0	4.4	29.3736	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.03125	0	0	1	0	1	0	0	0	0	0	0.5	0	0.666667	0	0	0	0	0.75	1	2.7243	3.17875	2.46052	2.57462	2.57462	2.57462	2.63511	2.96041	2.46842	6	0.1	0.1	0	0.075	0.00075	0.1	0	0.07	0.00075	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.075	0.08	6	-1.38	-1.38	0	-1.47333	0.0479467	-1.38	0	-1.492	0.05732	0	1	0	0	0	1	0	0	0	1	0	0	-1.38	-1.39333	-1.52	-1.472	6	-0.58	-0.58	0	-0.583333	6.66667e-05	-0.58	0	-0.584	8e-05	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.585	-0.584	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.166667	3	0	0	0	1	0	0	0	0	0	0	1	1	6	6
_47436889757	0	1.79176	2.77259	-0.980829	5.36598	1	1	1	1	0	0	8	6	6.5	10.3	0	1	1	1	0	0	1.24245	0.450561	0.450561	0.867563	3.88667	1.52023	1.38629	0.666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251869	0.251869	0	0.205882	0.168808	0.104744	0	4.39225	10.2821	4.26863	10.0744	33	28	0.852941	0.977074	6.84745	8.31158	3.80672	1.00396	4.4	0	0	0	4.4	30.1288	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0420168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.39697	2.57491	2.57663	2.51792	2.51792	2.51792	2.57913	2.90729	2.67095	6	0.1	0.1	0	0.1	2.31112e-34	0.1	2.88889e-34	0.1	2.88889e-34	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.18	-1.18	0	-1.36333	0.0227867	-1.31333	0.0149333	-1.41333	0.0345333	0	1	0	0	0	1	0	0	0	1	0	0	-1.34	-1.34	-1.36	-1.328	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.5	6	3	6	2	0	0	0	0	0	2.5	5.75	0.166667	2	0	0	1	0	0	0	0	0	0	0	1	1	6	6
_47438627498	0	0	1.38629	-1.38629	6.85224	0	1	1	1	0	0	7	6	0	0	0	2	0	0	1	0	0.450561	0	0	0.450561	1.81055	1.07995	3.93183	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692688	0.692688	0.166667	0.827586	0.147059	0.147059	0	7.26048	0.444791	7.14576	0.434483	2314	2022	0.873866	0.986112	7.84149	0	7.27572	0.284874	4.4	0	0	1	4.4	34.5026	4.4	4.4	0	0.5	3.92075	0	0	0	0.5	3.92075	1	1	1	0	1	0	0	0	0.026087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.23182	2.84737	3.00079	2.27126	2.27126	2.27126	2.29781	2.89514	2.92811	6	0.1	0.1	0	0.0916667	0.000416667	0.1	0	0.09	0.0005	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.0875	0.09	6	-2.16	-2.16	0	-1.42	0.17408	-2.16	0	-1.272	0.05332	0	1	0	0	0	1	0	0	0	1	0	0	-1.82	-1.56667	-1.45	-1.392	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	2	2	0	0	0	0	0	2.5	5.75	0.333333	2	0	0	1	0	0	0	0	0	0	0	1	1	6	6
_47447397581	0	1.60944	3.3673	-1.75786	5.01728	1	0	1	0	1	0	6	6	4.16667	4.16667	0	1	1	1	0	0	0.450561	0.450561	0	0.450561	3.66155	3.08545	7.24708	0.833333	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131579	0.0131579	0	0.49074	1.44495	0.472202	1.33785	18	16	0.894737	0.987565	5.26786	0	6.10479	0	4.4	0	0	1	4.4	23.1786	4.4	4.4	0	0.166667	0.877976	0	0	0	0.166667	0.877976	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.01889	3.01889	3.01889	2.58648	2.58648	2.58648	2.60378	2.60378	2.60378	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.44	-1.44	0	-1.32333	0.00326667	-1.44	0	-1.3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.37	-1.34667	-1.335	-1.328	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	0	1	1	1	1	0	0	0.166667	6	1	2	2	0	0	0	0	0	2.5	5.75	0.333333	3	0	0	0	1	0	0	0	0	0	0	1	1	6	6
_47476390040	0	2.30259	3.80666	-1.50408	5.25227	1	0	1	0	1	1	11	6	11	0	11	1	1	1	0	0	0	0	0	0	4.35671	0	4.35671	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344135	0.344135	0	0.113208	0.034188	0	0	4.27577	0.444167	4.20843	0.545416	162	162	1	0.987237	5.73334	0	5.01237	1.76515	4.4	0	0	0	4.4	25.2267	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0111111	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.11653	2.92211	2.56309	2.52302	2.52302	2.52302	2.6263	2.98852	2.99451	6	0.1	0.1	0	0.1015	0.0008575	0.1	0	0.1018	0.0010712	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.0833333	0.0935	0.1018	6	-2.32	-2.32	0	-1.75667	0.171107	-2.32	0	-1.644	0.11868	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-1.89333	-1.88	-1.836	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	2	2	2	2	1	2	2	2	2	0	0	0.166667	6	1	2	2	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	0.166667	0.833333	0	0	0	0	1	1	6	6
_47463161050	0	0.693147	5.15329	-4.46014	6.95081	0	0	1	1	0	1	11	6	11	0	11	1	2	0	0	0	0	0	0	0	9.23269	0	9.23269	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0680556	0.0680556	0	0	0.184916	0	0	1.46641	2.59414	1.36957	2.26557	0	0	1	0.960738	5.77765	0	3.82525	1.18502	4.4	0	0	1	4.4	25.4217	4.4	4.4	0	0.166667	0.962942	0	0	0	0.166667	0.962942	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0	0	1	1	2.5	2.5	2.5	2.62076	2.62076	2.62076	2.64491	2.64491	2.64491	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.34	-1.34	0	-1.50333	0.0256667	-1.34	0	-1.536	0.02408	0	1	0	0	0	1	0	0	0	1	0	0	-1.35	-1.46667	-1.465	-1.512	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	1	0	0	0	0	0	1	1	6	6
